image_name,tags
train_12663__fliph,artisinal_mine clear primary water
train_12663__flipv,artisinal_mine clear primary water
train_12663__rot30,artisinal_mine clear primary water
train_12663__rot60,artisinal_mine clear primary water
train_12663__trans20_10,artisinal_mine clear primary water
train_12670,clear primary blooming
train_12670__fliph,clear primary blooming
train_12670__flipv,clear primary blooming
train_12670__rot30,clear primary blooming
train_12670__rot60,clear primary blooming
train_12670__trans20_10,clear primary blooming
train_12690,bare_ground clear primary water
train_12690__fliph,bare_ground clear primary water
train_12690__flipv,bare_ground clear primary water
train_12690__rot30,bare_ground clear primary water
train_12690__rot60,bare_ground clear primary water
train_12690__trans20_10,bare_ground clear primary water
train_12704,blooming clear cultivation primary
train_12704__fliph,blooming clear cultivation primary
train_12704__flipv,blooming clear cultivation primary
train_12704__rot30,blooming clear cultivation primary
train_12704__rot60,blooming clear cultivation primary
train_12704__trans20_10,blooming clear cultivation primary
train_12706,bare_ground clear conventional_mine primary road
train_12706__fliph,bare_ground clear conventional_mine primary road
train_12706__flipv,bare_ground clear conventional_mine primary road
train_12706__rot30,bare_ground clear conventional_mine primary road
train_12706__rot60,bare_ground clear conventional_mine primary road
train_12706__trans20_10,bare_ground clear conventional_mine primary road
train_12718,bare_ground clear primary water
train_12718__fliph,bare_ground clear primary water
train_12718__flipv,bare_ground clear primary water
train_12718__rot30,bare_ground clear primary water
train_12718__rot60,bare_ground clear primary water
train_12718__trans20_10,bare_ground clear primary water
train_12719,clear primary road selective_logging
train_12719__fliph,clear primary road selective_logging
train_12719__flipv,clear primary road selective_logging
train_12719__rot30,clear primary road selective_logging
train_12719__rot60,clear primary road selective_logging
train_12719__trans20_10,clear primary road selective_logging
train_12726,partly_cloudy primary selective_logging water
train_12726__fliph,partly_cloudy primary selective_logging water
train_12726__flipv,partly_cloudy primary selective_logging water
train_12726__rot30,partly_cloudy primary selective_logging water
train_12726__rot60,partly_cloudy primary selective_logging water
train_12726__trans20_10,partly_cloudy primary selective_logging water
train_12732,clear primary blooming
train_12732__fliph,clear primary blooming
train_12732__flipv,clear primary blooming
train_12732__rot30,clear primary blooming
train_12732__rot60,clear primary blooming
train_12732__trans20_10,clear primary blooming
train_12734,artisinal_mine clear primary road water
train_12734__fliph,artisinal_mine clear primary road water
train_12734__flipv,artisinal_mine clear primary road water
train_12734__rot30,artisinal_mine clear primary road water
train_12734__rot60,artisinal_mine clear primary road water
train_12734__trans20_10,artisinal_mine clear primary road water
train_12740,agriculture clear cultivation primary selective_logging
train_12740__fliph,agriculture clear cultivation primary selective_logging
train_12740__flipv,agriculture clear cultivation primary selective_logging
train_12740__rot30,agriculture clear cultivation primary selective_logging
train_12740__rot60,agriculture clear cultivation primary selective_logging
train_12740__trans20_10,agriculture clear cultivation primary selective_logging
train_12762,bare_ground partly_cloudy primary water
train_12762__fliph,bare_ground partly_cloudy primary water
train_12762__flipv,bare_ground partly_cloudy primary water
train_12762__rot30,bare_ground partly_cloudy primary water
train_12762__rot60,bare_ground partly_cloudy primary water
train_12762__trans20_10,bare_ground partly_cloudy primary water
train_12772,clear primary slash_burn water
train_12772__fliph,clear primary slash_burn water
train_12772__flipv,clear primary slash_burn water
train_12772__rot30,clear primary slash_burn water
train_12772__rot60,clear primary slash_burn water
train_12772__trans20_10,clear primary slash_burn water
train_12785,clear conventional_mine habitation primary
train_12785__fliph,clear conventional_mine habitation primary
train_12785__flipv,clear conventional_mine habitation primary
train_12785__rot30,clear conventional_mine habitation primary
train_12785__rot60,clear conventional_mine habitation primary
train_12785__trans20_10,clear conventional_mine habitation primary
train_12786,bare_ground partly_cloudy primary slash_burn
train_12786__fliph,bare_ground partly_cloudy primary slash_burn
train_12786__flipv,bare_ground partly_cloudy primary slash_burn
train_12786__rot30,bare_ground partly_cloudy primary slash_burn
train_12786__rot60,bare_ground partly_cloudy primary slash_burn
train_12786__trans20_10,bare_ground partly_cloudy primary slash_burn
train_12843,bare_ground clear primary
train_12843__fliph,bare_ground clear primary
train_12843__flipv,bare_ground clear primary
train_12843__rot30,bare_ground clear primary
train_12843__rot60,bare_ground clear primary
train_12843__trans20_10,bare_ground clear primary
train_12858,artisinal_mine clear primary water
train_12858__fliph,artisinal_mine clear primary water
train_12858__flipv,artisinal_mine clear primary water
train_12858__rot30,artisinal_mine clear primary water
train_12858__rot60,artisinal_mine clear primary water
train_12858__trans20_10,artisinal_mine clear primary water
train_12868,artisinal_mine clear primary water
train_12868__fliph,artisinal_mine clear primary water
train_12868__flipv,artisinal_mine clear primary water
train_12868__rot30,artisinal_mine clear primary water
train_12868__rot60,artisinal_mine clear primary water
train_12868__trans20_10,artisinal_mine clear primary water
train_12895,clear primary selective_logging
train_12895__fliph,clear primary selective_logging
train_12895__flipv,clear primary selective_logging
train_12895__rot30,clear primary selective_logging
train_12895__rot60,clear primary selective_logging
train_12895__trans20_10,clear primary selective_logging
train_12906,bare_ground clear
train_12906__fliph,bare_ground clear
train_12906__flipv,bare_ground clear
train_12906__rot30,bare_ground clear
train_12906__rot60,bare_ground clear
train_12906__trans20_10,bare_ground clear
train_12914,artisinal_mine clear primary water
train_12914__fliph,artisinal_mine clear primary water
train_12914__flipv,artisinal_mine clear primary water
train_12914__rot30,artisinal_mine clear primary water
train_12914__rot60,artisinal_mine clear primary water
train_12914__trans20_10,artisinal_mine clear primary water
train_12940,bare_ground clear primary
train_12940__fliph,bare_ground clear primary
train_12940__flipv,bare_ground clear primary
train_12940__rot30,bare_ground clear primary
train_12940__rot60,bare_ground clear primary
train_12940__trans20_10,bare_ground clear primary
train_12953,agriculture clear habitation primary road slash_burn
train_12953__fliph,agriculture clear habitation primary road slash_burn
train_12953__flipv,agriculture clear habitation primary road slash_burn
train_12953__rot30,agriculture clear habitation primary road slash_burn
train_12953__rot60,agriculture clear habitation primary road slash_burn
train_12953__trans20_10,agriculture clear habitation primary road slash_burn
train_12962,agriculture bare_ground clear habitation primary road
train_12962__fliph,agriculture bare_ground clear habitation primary road
train_12962__flipv,agriculture bare_ground clear habitation primary road
train_12962__rot30,agriculture bare_ground clear habitation primary road
train_12962__rot60,agriculture bare_ground clear habitation primary road
train_12962__trans20_10,agriculture bare_ground clear habitation primary road
train_12968,agriculture bare_ground clear primary
train_12968__fliph,agriculture bare_ground clear primary
train_12968__flipv,agriculture bare_ground clear primary
train_12968__rot30,agriculture bare_ground clear primary
train_12968__rot60,agriculture bare_ground clear primary
train_12968__trans20_10,agriculture bare_ground clear primary
train_12976,bare_ground clear primary
train_12976__fliph,bare_ground clear primary
train_12976__flipv,bare_ground clear primary
train_12976__rot30,bare_ground clear primary
train_12976__rot60,bare_ground clear primary
train_12976__trans20_10,bare_ground clear primary
train_13048,clear primary blooming
train_13048__fliph,clear primary blooming
train_13048__flipv,clear primary blooming
train_13048__rot30,clear primary blooming
train_13048__rot60,clear primary blooming
train_13048__trans20_10,clear primary blooming
train_13066,agriculture bare_ground clear primary road
train_13066__fliph,agriculture bare_ground clear primary road
train_13066__flipv,agriculture bare_ground clear primary road
train_13066__rot30,agriculture bare_ground clear primary road
train_13066__rot60,agriculture bare_ground clear primary road
train_13066__trans20_10,agriculture bare_ground clear primary road
train_13096,agriculture clear primary slash_burn
train_13096__fliph,agriculture clear primary slash_burn
train_13096__flipv,agriculture clear primary slash_burn
train_13096__rot30,agriculture clear primary slash_burn
train_13096__rot60,agriculture clear primary slash_burn
train_13096__trans20_10,agriculture clear primary slash_burn
train_13123,bare_ground partly_cloudy primary
train_13123__fliph,bare_ground partly_cloudy primary
train_13123__flipv,bare_ground partly_cloudy primary
train_13123__rot30,bare_ground partly_cloudy primary
train_13123__rot60,bare_ground partly_cloudy primary
train_13123__trans20_10,bare_ground partly_cloudy primary
train_13126,artisinal_mine clear cultivation primary water
train_13126__fliph,artisinal_mine clear cultivation primary water
train_13126__flipv,artisinal_mine clear cultivation primary water
train_13126__rot30,artisinal_mine clear cultivation primary water
train_13126__rot60,artisinal_mine clear cultivation primary water
train_13126__trans20_10,artisinal_mine clear cultivation primary water
train_13144,clear primary selective_logging
train_13144__fliph,clear primary selective_logging
train_13144__flipv,clear primary selective_logging
train_13144__rot30,clear primary selective_logging
train_13144__rot60,clear primary selective_logging
train_13144__trans20_10,clear primary selective_logging
train_13152,agriculture clear cultivation primary slash_burn
train_13152__fliph,agriculture clear cultivation primary slash_burn
train_13152__flipv,agriculture clear cultivation primary slash_burn
train_13152__rot30,agriculture clear cultivation primary slash_burn
train_13152__rot60,agriculture clear cultivation primary slash_burn
train_13152__trans20_10,agriculture clear cultivation primary slash_burn
train_13163,agriculture bare_ground clear cultivation habitation primary road
train_13163__fliph,agriculture bare_ground clear cultivation habitation primary road
train_13163__flipv,agriculture bare_ground clear cultivation habitation primary road
train_13163__rot30,agriculture bare_ground clear cultivation habitation primary road
train_13163__rot60,agriculture bare_ground clear cultivation habitation primary road
train_13163__trans20_10,agriculture bare_ground clear cultivation habitation primary road
train_13171,clear primary road selective_logging
train_13171__fliph,clear primary road selective_logging
train_13171__flipv,clear primary road selective_logging
train_13171__rot30,clear primary road selective_logging
train_13171__rot60,clear primary road selective_logging
train_13171__trans20_10,clear primary road selective_logging
train_13187,bare_ground clear primary road
train_13187__fliph,bare_ground clear primary road
train_13187__flipv,bare_ground clear primary road
train_13187__rot30,bare_ground clear primary road
train_13187__rot60,bare_ground clear primary road
train_13187__trans20_10,bare_ground clear primary road
train_13197,artisinal_mine clear primary water
train_13197__fliph,artisinal_mine clear primary water
train_13197__flipv,artisinal_mine clear primary water
train_13197__rot30,artisinal_mine clear primary water
train_13197__rot60,artisinal_mine clear primary water
train_13197__trans20_10,artisinal_mine clear primary water
train_13208,clear cultivation primary road slash_burn
train_13208__fliph,clear cultivation primary road slash_burn
train_13208__flipv,clear cultivation primary road slash_burn
train_13208__rot30,clear cultivation primary road slash_burn
train_13208__rot60,clear cultivation primary road slash_burn
train_13208__trans20_10,clear cultivation primary road slash_burn
train_13234,blooming clear primary
train_13234__fliph,blooming clear primary
train_13234__flipv,blooming clear primary
train_13234__rot30,blooming clear primary
train_13234__rot60,blooming clear primary
train_13234__trans20_10,blooming clear primary
train_13236,bare_ground clear primary road
train_13236__fliph,bare_ground clear primary road
train_13236__flipv,bare_ground clear primary road
train_13236__rot30,bare_ground clear primary road
train_13236__rot60,bare_ground clear primary road
train_13236__trans20_10,bare_ground clear primary road
train_13246,clear primary road selective_logging
train_13246__fliph,clear primary road selective_logging
train_13246__flipv,clear primary road selective_logging
train_13246__rot30,clear primary road selective_logging
train_13246__rot60,clear primary road selective_logging
train_13246__trans20_10,clear primary road selective_logging
train_13252,artisinal_mine clear primary road water
train_13252__fliph,artisinal_mine clear primary road water
train_13252__flipv,artisinal_mine clear primary road water
train_13252__rot30,artisinal_mine clear primary road water
train_13252__rot60,artisinal_mine clear primary road water
train_13252__trans20_10,artisinal_mine clear primary road water
train_13269,agriculture clear primary slash_burn
train_13269__fliph,agriculture clear primary slash_burn
train_13269__flipv,agriculture clear primary slash_burn
train_13269__rot30,agriculture clear primary slash_burn
train_13269__rot60,agriculture clear primary slash_burn
train_13269__trans20_10,agriculture clear primary slash_burn
train_13291,bare_ground clear primary road water
train_13291__fliph,bare_ground clear primary road water
train_13291__flipv,bare_ground clear primary road water
train_13291__rot30,bare_ground clear primary road water
train_13291__rot60,bare_ground clear primary road water
train_13291__trans20_10,bare_ground clear primary road water
train_13344,artisinal_mine clear water
train_13344__fliph,artisinal_mine clear water
train_13344__flipv,artisinal_mine clear water
train_13344__rot30,artisinal_mine clear water
train_13344__rot60,artisinal_mine clear water
train_13344__trans20_10,artisinal_mine clear water
train_13352,agriculture bare_ground clear habitation primary road water
train_13352__fliph,agriculture bare_ground clear habitation primary road water
train_13352__flipv,agriculture bare_ground clear habitation primary road water
train_13352__rot30,agriculture bare_ground clear habitation primary road water
train_13352__rot60,agriculture bare_ground clear habitation primary road water
train_13352__trans20_10,agriculture bare_ground clear habitation primary road water
train_13359,bare_ground clear primary
train_13359__fliph,bare_ground clear primary
train_13359__flipv,bare_ground clear primary
train_13359__rot30,bare_ground clear primary
train_13359__rot60,bare_ground clear primary
train_13359__trans20_10,bare_ground clear primary
train_13384,clear conventional_mine primary road water
train_13384__fliph,clear conventional_mine primary road water
train_13384__flipv,clear conventional_mine primary road water
train_13384__rot30,clear conventional_mine primary road water
train_13384__rot60,clear conventional_mine primary road water
train_13384__trans20_10,clear conventional_mine primary road water
train_13409,bare_ground clear water
train_13409__fliph,bare_ground clear water
train_13409__flipv,bare_ground clear water
train_13409__rot30,bare_ground clear water
train_13409__rot60,bare_ground clear water
train_13409__trans20_10,bare_ground clear water
train_13426,bare_ground haze
train_13426__fliph,bare_ground haze
train_13426__flipv,bare_ground haze
train_13426__rot30,bare_ground haze
train_13426__rot60,bare_ground haze
train_13426__trans20_10,bare_ground haze
train_13428,agriculture clear cultivation primary slash_burn
train_13428__fliph,agriculture clear cultivation primary slash_burn
train_13428__flipv,agriculture clear cultivation primary slash_burn
train_13428__rot30,agriculture clear cultivation primary slash_burn
train_13428__rot60,agriculture clear cultivation primary slash_burn
train_13428__trans20_10,agriculture clear cultivation primary slash_burn
train_13451,agriculture bare_ground clear primary road
train_13451__fliph,agriculture bare_ground clear primary road
train_13451__flipv,agriculture bare_ground clear primary road
train_13451__rot30,agriculture bare_ground clear primary road
train_13451__rot60,agriculture bare_ground clear primary road
train_13451__trans20_10,agriculture bare_ground clear primary road
train_13471,agriculture blow_down clear primary
train_13471__fliph,agriculture blow_down clear primary
train_13471__flipv,agriculture blow_down clear primary
train_13471__rot30,agriculture blow_down clear primary
train_13471__rot60,agriculture blow_down clear primary
train_13471__trans20_10,agriculture blow_down clear primary
train_13490,bare_ground clear primary road water
train_13490__fliph,bare_ground clear primary road water
train_13490__flipv,bare_ground clear primary road water
train_13490__rot30,bare_ground clear primary road water
train_13490__rot60,bare_ground clear primary road water
train_13490__trans20_10,bare_ground clear primary road water
train_13536,agriculture bare_ground clear cultivation primary water
train_13536__fliph,agriculture bare_ground clear cultivation primary water
train_13536__flipv,agriculture bare_ground clear cultivation primary water
train_13536__rot30,agriculture bare_ground clear cultivation primary water
train_13536__rot60,agriculture bare_ground clear cultivation primary water
train_13536__trans20_10,agriculture bare_ground clear cultivation primary water
train_13550,clear cultivation primary slash_burn
train_13550__fliph,clear cultivation primary slash_burn
train_13550__flipv,clear cultivation primary slash_burn
train_13550__rot30,clear cultivation primary slash_burn
train_13550__rot60,clear cultivation primary slash_burn
train_13550__trans20_10,clear cultivation primary slash_burn
train_13559,agriculture partly_cloudy primary slash_burn
train_13559__fliph,agriculture partly_cloudy primary slash_burn
train_13559__flipv,agriculture partly_cloudy primary slash_burn
train_13559__rot30,agriculture partly_cloudy primary slash_burn
train_13559__rot60,agriculture partly_cloudy primary slash_burn
train_13559__trans20_10,agriculture partly_cloudy primary slash_burn
train_13587,bare_ground clear primary water
train_13587__fliph,bare_ground clear primary water
train_13587__flipv,bare_ground clear primary water
train_13587__rot30,bare_ground clear primary water
train_13587__rot60,bare_ground clear primary water
train_13587__trans20_10,bare_ground clear primary water
train_13589,bare_ground cultivation partly_cloudy primary
train_13589__fliph,bare_ground cultivation partly_cloudy primary
train_13589__flipv,bare_ground cultivation partly_cloudy primary
train_13589__rot30,bare_ground cultivation partly_cloudy primary
train_13589__rot60,bare_ground cultivation partly_cloudy primary
train_13589__trans20_10,bare_ground cultivation partly_cloudy primary
train_13594,artisinal_mine clear primary road water
train_13594__fliph,artisinal_mine clear primary road water
train_13594__flipv,artisinal_mine clear primary road water
train_13594__rot30,artisinal_mine clear primary road water
train_13594__rot60,artisinal_mine clear primary road water
train_13594__trans20_10,artisinal_mine clear primary road water
train_13601,clear primary slash_burn
train_13601__fliph,clear primary slash_burn
train_13601__flipv,clear primary slash_burn
train_13601__rot30,clear primary slash_burn
train_13601__rot60,clear primary slash_burn
train_13601__trans20_10,clear primary slash_burn
train_13608,clear primary selective_logging
train_13608__fliph,clear primary selective_logging
train_13608__flipv,clear primary selective_logging
train_13608__rot30,clear primary selective_logging
train_13608__rot60,clear primary selective_logging
train_13608__trans20_10,clear primary selective_logging
train_13675,agriculture bare_ground clear habitation
train_13675__fliph,agriculture bare_ground clear habitation
train_13675__flipv,agriculture bare_ground clear habitation
train_13675__rot30,agriculture bare_ground clear habitation
train_13675__rot60,agriculture bare_ground clear habitation
train_13675__trans20_10,agriculture bare_ground clear habitation
train_13738,bare_ground partly_cloudy primary
train_13738__fliph,bare_ground partly_cloudy primary
train_13738__flipv,bare_ground partly_cloudy primary
train_13738__rot30,bare_ground partly_cloudy primary
train_13738__rot60,bare_ground partly_cloudy primary
train_13738__trans20_10,bare_ground partly_cloudy primary
train_13751,bare_ground clear primary
train_13751__fliph,bare_ground clear primary
train_13751__flipv,bare_ground clear primary
train_13751__rot30,bare_ground clear primary
train_13751__rot60,bare_ground clear primary
train_13751__trans20_10,bare_ground clear primary
train_13799,agriculture blooming clear cultivation primary
train_13799__fliph,agriculture blooming clear cultivation primary
train_13799__flipv,agriculture blooming clear cultivation primary
train_13799__rot30,agriculture blooming clear cultivation primary
train_13799__rot60,agriculture blooming clear cultivation primary
train_13799__trans20_10,agriculture blooming clear cultivation primary
train_13802,artisinal_mine clear primary water
train_13802__fliph,artisinal_mine clear primary water
train_13802__flipv,artisinal_mine clear primary water
train_13802__rot30,artisinal_mine clear primary water
train_13802__rot60,artisinal_mine clear primary water
train_13802__trans20_10,artisinal_mine clear primary water
train_13829,bare_ground clear primary
train_13829__fliph,bare_ground clear primary
train_13829__flipv,bare_ground clear primary
train_13829__rot30,bare_ground clear primary
train_13829__rot60,bare_ground clear primary
train_13829__trans20_10,bare_ground clear primary
train_13856,blow_down clear primary water
train_13856__fliph,blow_down clear primary water
train_13856__flipv,blow_down clear primary water
train_13856__rot30,blow_down clear primary water
train_13856__rot60,blow_down clear primary water
train_13856__trans20_10,blow_down clear primary water
train_13871,blooming clear primary water
train_13871__fliph,blooming clear primary water
train_13871__flipv,blooming clear primary water
train_13871__rot30,blooming clear primary water
train_13871__rot60,blooming clear primary water
train_13871__trans20_10,blooming clear primary water
train_13875,artisinal_mine clear primary water
train_13875__fliph,artisinal_mine clear primary water
train_13875__flipv,artisinal_mine clear primary water
train_13875__rot30,artisinal_mine clear primary water
train_13875__rot60,artisinal_mine clear primary water
train_13875__trans20_10,artisinal_mine clear primary water
train_13889,clear habitation primary road selective_logging
train_13889__fliph,clear habitation primary road selective_logging
train_13889__flipv,clear habitation primary road selective_logging
train_13889__rot30,clear habitation primary road selective_logging
train_13889__rot60,clear habitation primary road selective_logging
train_13889__trans20_10,clear habitation primary road selective_logging
train_13931,clear cultivation primary slash_burn water
train_13931__fliph,clear cultivation primary slash_burn water
train_13931__flipv,clear cultivation primary slash_burn water
train_13931__rot30,clear cultivation primary slash_burn water
train_13931__rot60,clear cultivation primary slash_burn water
train_13931__trans20_10,clear cultivation primary slash_burn water
train_13934,bare_ground clear primary road
train_13934__fliph,bare_ground clear primary road
train_13934__flipv,bare_ground clear primary road
train_13934__rot30,bare_ground clear primary road
train_13934__rot60,bare_ground clear primary road
train_13934__trans20_10,bare_ground clear primary road
train_13965,clear cultivation primary selective_logging water
train_13965__fliph,clear cultivation primary selective_logging water
train_13965__flipv,clear cultivation primary selective_logging water
train_13965__rot30,clear cultivation primary selective_logging water
train_13965__rot60,clear cultivation primary selective_logging water
train_13965__trans20_10,clear cultivation primary selective_logging water
train_14002,artisinal_mine clear primary water
train_14002__fliph,artisinal_mine clear primary water
train_14002__flipv,artisinal_mine clear primary water
train_14002__rot30,artisinal_mine clear primary water
train_14002__rot60,artisinal_mine clear primary water
train_14002__trans20_10,artisinal_mine clear primary water
train_14036,artisinal_mine clear primary water
train_14036__fliph,artisinal_mine clear primary water
train_14036__flipv,artisinal_mine clear primary water
train_14036__rot30,artisinal_mine clear primary water
train_14036__rot60,artisinal_mine clear primary water
train_14036__trans20_10,artisinal_mine clear primary water
train_14039,bare_ground clear habitation road
train_14039__fliph,bare_ground clear habitation road
train_14039__flipv,bare_ground clear habitation road
train_14039__rot30,bare_ground clear habitation road
train_14039__rot60,bare_ground clear habitation road
train_14039__trans20_10,bare_ground clear habitation road
train_14046,clear conventional_mine primary
train_14046__fliph,clear conventional_mine primary
train_14046__flipv,clear conventional_mine primary
train_14046__rot30,clear conventional_mine primary
train_14046__rot60,clear conventional_mine primary
train_14046__trans20_10,clear conventional_mine primary
train_14054,agriculture clear cultivation primary road selective_logging
train_14054__fliph,agriculture clear cultivation primary road selective_logging
train_14054__flipv,agriculture clear cultivation primary road selective_logging
train_14054__rot30,agriculture clear cultivation primary road selective_logging
train_14054__rot60,agriculture clear cultivation primary road selective_logging
train_14054__trans20_10,agriculture clear cultivation primary road selective_logging
train_14064,clear primary selective_logging
train_14064__fliph,clear primary selective_logging
train_14064__flipv,clear primary selective_logging
train_14064__rot30,clear primary selective_logging
train_14064__rot60,clear primary selective_logging
train_14064__trans20_10,clear primary selective_logging
train_14095,bare_ground partly_cloudy primary road
train_14095__fliph,bare_ground partly_cloudy primary road
train_14095__flipv,bare_ground partly_cloudy primary road
train_14095__rot30,bare_ground partly_cloudy primary road
train_14095__rot60,bare_ground partly_cloudy primary road
train_14095__trans20_10,bare_ground partly_cloudy primary road
train_14111,artisinal_mine clear primary water
train_14111__fliph,artisinal_mine clear primary water
train_14111__flipv,artisinal_mine clear primary water
train_14111__rot30,artisinal_mine clear primary water
train_14111__rot60,artisinal_mine clear primary water
train_14111__trans20_10,artisinal_mine clear primary water
train_14117,bare_ground clear primary water
train_14117__fliph,bare_ground clear primary water
train_14117__flipv,bare_ground clear primary water
train_14117__rot30,bare_ground clear primary water
train_14117__rot60,bare_ground clear primary water
train_14117__trans20_10,bare_ground clear primary water
train_14118,bare_ground clear water
train_14118__fliph,bare_ground clear water
train_14118__flipv,bare_ground clear water
train_14118__rot30,bare_ground clear water
train_14118__rot60,bare_ground clear water
train_14118__trans20_10,bare_ground clear water
train_14130,bare_ground clear primary water
train_14130__fliph,bare_ground clear primary water
train_14130__flipv,bare_ground clear primary water
train_14130__rot30,bare_ground clear primary water
train_14130__rot60,bare_ground clear primary water
train_14130__trans20_10,bare_ground clear primary water
train_14159,bare_ground haze primary
train_14159__fliph,bare_ground haze primary
train_14159__flipv,bare_ground haze primary
train_14159__rot30,bare_ground haze primary
train_14159__rot60,bare_ground haze primary
train_14159__trans20_10,bare_ground haze primary
train_14188,clear primary road selective_logging
train_14188__fliph,clear primary road selective_logging
train_14188__flipv,clear primary road selective_logging
train_14188__rot30,clear primary road selective_logging
train_14188__rot60,clear primary road selective_logging
train_14188__trans20_10,clear primary road selective_logging
train_14216,blooming clear primary
train_14216__fliph,blooming clear primary
train_14216__flipv,blooming clear primary
train_14216__rot30,blooming clear primary
train_14216__rot60,blooming clear primary
train_14216__trans20_10,blooming clear primary
train_14237,bare_ground clear
train_14237__fliph,bare_ground clear
train_14237__flipv,bare_ground clear
train_14237__rot30,bare_ground clear
train_14237__rot60,bare_ground clear
train_14237__trans20_10,bare_ground clear
train_14241,bare_ground clear primary road
train_14241__fliph,bare_ground clear primary road
train_14241__flipv,bare_ground clear primary road
train_14241__rot30,bare_ground clear primary road
train_14241__rot60,bare_ground clear primary road
train_14241__trans20_10,bare_ground clear primary road
train_14251,bare_ground haze primary water
train_14251__fliph,bare_ground haze primary water
train_14251__flipv,bare_ground haze primary water
train_14251__rot30,bare_ground haze primary water
train_14251__rot60,bare_ground haze primary water
train_14251__trans20_10,bare_ground haze primary water
train_14263,bare_ground clear
train_14263__fliph,bare_ground clear
train_14263__flipv,bare_ground clear
train_14263__rot30,bare_ground clear
train_14263__rot60,bare_ground clear
train_14263__trans20_10,bare_ground clear
train_14281,artisinal_mine clear primary water
train_14281__fliph,artisinal_mine clear primary water
train_14281__flipv,artisinal_mine clear primary water
train_14281__rot30,artisinal_mine clear primary water
train_14281__rot60,artisinal_mine clear primary water
train_14281__trans20_10,artisinal_mine clear primary water
train_14294,agriculture bare_ground clear habitation primary road
train_14294__fliph,agriculture bare_ground clear habitation primary road
train_14294__flipv,agriculture bare_ground clear habitation primary road
train_14294__rot30,agriculture bare_ground clear habitation primary road
train_14294__rot60,agriculture bare_ground clear habitation primary road
train_14294__trans20_10,agriculture bare_ground clear habitation primary road
train_14312,blooming clear primary
train_14312__fliph,blooming clear primary
train_14312__flipv,blooming clear primary
train_14312__rot30,blooming clear primary
train_14312__rot60,blooming clear primary
train_14312__trans20_10,blooming clear primary
train_14323,agriculture bare_ground partly_cloudy primary
train_14323__fliph,agriculture bare_ground partly_cloudy primary
train_14323__flipv,agriculture bare_ground partly_cloudy primary
train_14323__rot30,agriculture bare_ground partly_cloudy primary
train_14323__rot60,agriculture bare_ground partly_cloudy primary
train_14323__trans20_10,agriculture bare_ground partly_cloudy primary
train_14334,clear cultivation habitation primary slash_burn water
train_14334__fliph,clear cultivation habitation primary slash_burn water
train_14334__flipv,clear cultivation habitation primary slash_burn water
train_14334__rot30,clear cultivation habitation primary slash_burn water
train_14334__rot60,clear cultivation habitation primary slash_burn water
train_14334__trans20_10,clear cultivation habitation primary slash_burn water
train_14355,clear primary blooming
train_14355__fliph,clear primary blooming
train_14355__flipv,clear primary blooming
train_14355__rot30,clear primary blooming
train_14355__rot60,clear primary blooming
train_14355__trans20_10,clear primary blooming
train_14370,partly_cloudy primary selective_logging
train_14370__fliph,partly_cloudy primary selective_logging
train_14370__flipv,partly_cloudy primary selective_logging
train_14370__rot30,partly_cloudy primary selective_logging
train_14370__rot60,partly_cloudy primary selective_logging
train_14370__trans20_10,partly_cloudy primary selective_logging
train_14406,blooming clear primary
train_14406__fliph,blooming clear primary
train_14406__flipv,blooming clear primary
train_14406__rot30,blooming clear primary
train_14406__rot60,blooming clear primary
train_14406__trans20_10,blooming clear primary
train_14411,bare_ground clear primary water
train_14411__fliph,bare_ground clear primary water
train_14411__flipv,bare_ground clear primary water
train_14411__rot30,bare_ground clear primary water
train_14411__rot60,bare_ground clear primary water
train_14411__trans20_10,bare_ground clear primary water
train_14423,agriculture clear cultivation primary selective_logging
train_14423__fliph,agriculture clear cultivation primary selective_logging
train_14423__flipv,agriculture clear cultivation primary selective_logging
train_14423__rot30,agriculture clear cultivation primary selective_logging
train_14423__rot60,agriculture clear cultivation primary selective_logging
train_14423__trans20_10,agriculture clear cultivation primary selective_logging
train_14427,agriculture clear cultivation habitation primary slash_burn
train_14427__fliph,agriculture clear cultivation habitation primary slash_burn
train_14427__flipv,agriculture clear cultivation habitation primary slash_burn
train_14427__rot30,agriculture clear cultivation habitation primary slash_burn
train_14427__rot60,agriculture clear cultivation habitation primary slash_burn
train_14427__trans20_10,agriculture clear cultivation habitation primary slash_burn
train_14453,agriculture bare_ground clear cultivation primary road water
train_14453__fliph,agriculture bare_ground clear cultivation primary road water
train_14453__flipv,agriculture bare_ground clear cultivation primary road water
train_14453__rot30,agriculture bare_ground clear cultivation primary road water
train_14453__rot60,agriculture bare_ground clear cultivation primary road water
train_14453__trans20_10,agriculture bare_ground clear cultivation primary road water
train_14461,agriculture bare_ground habitation partly_cloudy primary road
train_14461__fliph,agriculture bare_ground habitation partly_cloudy primary road
train_14461__flipv,agriculture bare_ground habitation partly_cloudy primary road
train_14461__rot30,agriculture bare_ground habitation partly_cloudy primary road
train_14461__rot60,agriculture bare_ground habitation partly_cloudy primary road
train_14461__trans20_10,agriculture bare_ground habitation partly_cloudy primary road
train_14485,clear primary road selective_logging
train_14485__fliph,clear primary road selective_logging
train_14485__flipv,clear primary road selective_logging
train_14485__rot30,clear primary road selective_logging
train_14485__rot60,clear primary road selective_logging
train_14485__trans20_10,clear primary road selective_logging
train_14488,bare_ground partly_cloudy
